order_id,order_date,user_id,is_prime_member,seller_id,seller_type,seller_plan,city,city_tier,category,quantity,order_value,fulfillment_type,referral_fee,fba_fee,closing_fee,shipping_fee,total_amazon_fees,gst_on_fees,seller_payout,payment_method,payment_status,delivery_days,delivery_status,refund_status,refund_amount,fraud_flag,leakage_type,leakage_amount
AMZ-IN-401229,26-03-2024 20:16,CUST-002940,1,AMZ-SEL-01455,Brand/Manufacturer,Individual,Chennai,Tier 1,Electronics,1,22641.12,FBA,1811.29,45,5,0,1861.29,335.03,20779.83,COD,success,3,delivered,no,0,0,,0
AMZ-IN-401230,18-10-2024 08:31,CUST-005935,1,AMZ-SEL-00129,Brand/Manufacturer,Individual,Chandigarh,Tier 2,Fashion & Apparel,1,813.96,Easy Ship,122.09,0,8,50,180.09,32.42,633.87,UPI,success,5,delivered,processed,711.76,0,,0
AMZ-IN-401231,04-10-2024 12:23,CUST-005618,0,AMZ-SEL-01984,Reseller,Professional,Noida,Tier 1,Books & Media,1,773.53,FBA,30.94,65,12,0,107.94,19.43,665.59,UPI,success,10,delivered,no,0,0,,0
AMZ-IN-401232,04-08-2024 10:03,CUST-001788,0,AMZ-SEL-00637,Reseller,Individual,Chandigarh,Tier 2,Home & Kitchen,1,5494.91,FBA,549.49,55,8,0,612.49,110.25,0,Credit Card,failed,4,delivered,no,0,0,,0
AMZ-IN-401233,14-12-2024 10:57,CUST-004536,1,AMZ-SEL-01670,Distributor,Professional,Mumbai,Tier 1,Beauty & Personal,1,570.57,Easy Ship,68.47,0,2,75,145.47,26.18,425.1,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401234,02-08-2024 14:32,CUST-005272,0,AMZ-SEL-00538,Brand/Manufacturer,Professional,Visakhapatnam,Tier 3,Books & Media,1,373.45,FBA,14.94,35,12,0,61.94,11.15,311.51,Credit Card,success,7,delivered,no,0,0,,0
AMZ-IN-401235,27-04-2024 15:06,CUST-000112,0,AMZ-SEL-00747,Reseller,Professional,Bangalore,Tier 1,Beauty & Personal,2,4471.92,Self Ship,536.63,0,8,0,544.63,98.03,3927.29,Debit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401236,26-05-2024 16:29,CUST-001313,0,AMZ-SEL-01305,Distributor,Professional,Mumbai,Tier 1,Electronics,1,21035.3,Easy Ship,1682.82,0,5,50,1737.82,312.81,19297.48,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401237,14-10-2024 10:02,CUST-000518,0,AMZ-SEL-00030,Brand/Manufacturer,Professional,Bhubaneswar,Tier 3,Electronics,1,31714.58,Self Ship,2537.17,0,5,0,2542.17,457.59,29172.41,Net Banking,success,7,returned,processed,31714.58,0,return_abuse,31136.78
AMZ-IN-401238,07-04-2024 16:26,CUST-002324,1,AMZ-SEL-00848,D2C Brand,Professional,Ahmedabad,Tier 2,Grocery & Food,1,1196.03,Easy Ship,59.8,0,5,40,104.8,18.86,1091.23,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-401239,23-01-2024 11:18,CUST-003010,1,AMZ-SEL-00569,D2C Brand,Individual,Delhi,Tier 1,Books & Media,1,558.3,Easy Ship,22.33,0,12,50,84.33,15.18,473.97,Amazon Pay,success,7,delivered,no,0,0,,0
AMZ-IN-401240,04-07-2024 01:48,CUST-001250,0,AMZ-SEL-01738,Brand/Manufacturer,Individual,Lucknow,Tier 2,Sports & Outdoors,1,2574.16,FBA,231.67,65,18,0,314.67,56.64,2259.49,COD,success,5,delivered,no,0,0,,0
AMZ-IN-401241,09-10-2024 11:49,CUST-004507,1,AMZ-SEL-00345,Reseller,Individual,Mumbai,Tier 1,Electronics,1,47339.43,FBA,3787.15,45,5,0,3837.15,690.69,43502.28,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-401242,13-05-2024 11:55,CUST-000532,1,AMZ-SEL-01978,Reseller,Professional,Mumbai,Tier 1,Fashion & Apparel,2,4353.42,Easy Ship,653.01,0,12,120,785.01,141.3,3568.41,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401243,26-03-2024 11:49,CUST-001700,1,AMZ-SEL-00089,D2C Brand,Individual,Jaipur,Tier 2,Electronics,1,26314.72,FBA,2105.18,80,5,0,2190.18,394.23,24124.54,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-401244,05-03-2024 18:50,CUST-002679,0,AMZ-SEL-00282,Reseller,Professional,Vadodara,Tier 2,Grocery & Food,1,1798.97,Self Ship,89.95,0,5,0,94.95,17.09,1704.02,UPI,success,10,delivered,no,0,0,,0
AMZ-IN-401245,26-05-2024 11:55,CUST-004761,1,AMZ-SEL-00935,Brand/Manufacturer,Professional,Mumbai,Tier 1,Books & Media,1,223.38,FBA,8.94,55,8,0,71.94,12.95,151.44,Debit Card,success,10,delivered,no,0,0,,0
AMZ-IN-401246,12-03-2024 07:22,CUST-003169,1,AMZ-SEL-00939,Brand/Manufacturer,Individual,Pune,Tier 1,Fashion & Apparel,1,1739.24,Easy Ship,260.89,0,2,60,322.89,58.12,1416.35,UPI,success,10,delivered,no,0,0,,0
AMZ-IN-401247,04-05-2024 20:47,CUST-004723,1,AMZ-SEL-01866,D2C Brand,Professional,Chandigarh,Tier 2,Fashion & Apparel,1,4999,Self Ship,749.85,0,2,0,751.85,135.33,4247.15,UPI,success,7,delivered,no,0,0,,0
AMZ-IN-401248,13-09-2024 06:59,CUST-003049,1,AMZ-SEL-00892,D2C Brand,Professional,Mumbai,Tier 1,Fashion & Apparel,1,1843.01,Easy Ship,276.45,0,5,40,321.45,57.86,1521.56,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401249,08-12-2024 17:04,CUST-002199,1,AMZ-SEL-01198,D2C Brand,Individual,Hyderabad,Tier 1,Toys & Baby,1,3253.7,FBA,390.44,80,25,0,495.44,89.18,2758.26,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401250,03-04-2024 10:44,CUST-004342,0,AMZ-SEL-00783,Reseller,Individual,Noida,Tier 1,Books & Media,1,304.39,Easy Ship,12.18,0,5,60,77.18,13.89,0,Credit Card,failed,5,delivered,no,0,0,,0
AMZ-IN-401251,28-09-2024 12:43,CUST-002012,0,AMZ-SEL-00310,Reseller,Professional,Bangalore,Tier 1,Beauty & Personal,1,1415.44,Easy Ship,169.85,0,8,60,237.85,42.81,1177.59,COD,success,5,delivered,no,0,0,,0
AMZ-IN-401252,09-08-2024 15:38,CUST-001333,1,AMZ-SEL-00081,D2C Brand,Professional,Noida,Tier 1,Fashion & Apparel,1,2862.96,FBA,429.44,80,8,0,517.44,93.14,2345.52,Amazon Pay,success,2,delivered,no,0,0,,0
AMZ-IN-401253,20-10-2024 22:11,CUST-002874,1,AMZ-SEL-01451,Reseller,Professional,Bhubaneswar,Tier 3,Books & Media,1,1203.61,FBA,48.14,35,8,0,91.14,16.41,1112.47,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401254,20-09-2024 01:17,CUST-004073,0,AMZ-SEL-00738,Distributor,Professional,Bangalore,Tier 1,Grocery & Food,1,457.64,FBA,22.88,80,5,0,107.88,19.42,0,Credit Card,failed,5,delivered,no,0,0,,0
AMZ-IN-401255,28-10-2024 20:30,CUST-003654,0,AMZ-SEL-01614,Reseller,Individual,Mumbai,Tier 1,Toys & Baby,1,836.06,Easy Ship,100.33,0,12,60,172.33,31.02,663.73,Net Banking,success,3,delayed,no,0,0,return_abuse,743.05
AMZ-IN-401256,05-06-2024 19:51,CUST-004829,1,AMZ-SEL-01837,Brand/Manufacturer,Individual,Mumbai,Tier 1,Fashion & Apparel,1,4999,FBA,749.85,29,8,0,786.85,141.63,4212.15,Debit Card,success,1,delivered,no,0,0,,0
AMZ-IN-401257,15-06-2024 22:32,CUST-004586,0,AMZ-SEL-00675,Reseller,Individual,Mumbai,Tier 1,Fashion & Apparel,1,2334.1,FBA,350.11,45,5,0,400.11,72.02,1933.99,Credit Card,success,7,delivered,no,0,0,,0
AMZ-IN-401258,15-05-2024 08:23,CUST-001883,1,AMZ-SEL-00329,Reseller,Professional,Noida,Tier 1,Electronics,1,32111.96,FBA,2568.96,65,8,0,2641.96,475.55,29470,Credit Card,success,4,returned,processed,32111.96,0,,0
AMZ-IN-401259,09-01-2024 12:51,CUST-004938,0,AMZ-SEL-01274,Brand/Manufacturer,Professional,Delhi,Tier 1,Toys & Baby,1,1143.71,FBA,137.25,55,5,0,197.25,35.5,946.46,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-401260,05-12-2024 18:54,CUST-002213,1,AMZ-SEL-00561,Distributor,Individual,Vadodara,Tier 2,Home & Kitchen,1,10698.75,Easy Ship,1069.88,0,2,65,1136.88,204.64,9561.87,Net Banking,success,4,delivered,no,0,0,,0
AMZ-IN-401261,24-01-2024 20:22,CUST-003685,1,AMZ-SEL-00674,Reseller,Professional,Lucknow,Tier 2,Grocery & Food,3,636.32,FBA,31.82,87,12,0,130.82,23.55,505.5,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-401262,09-05-2024 19:55,CUST-005420,0,AMZ-SEL-01652,Reseller,Professional,Jaipur,Tier 2,Beauty & Personal,1,1085.41,FBA,130.25,45,5,0,180.25,32.44,0,Credit Card,failed,7,delivered,no,0,0,,0
AMZ-IN-401263,05-11-2024 14:07,CUST-004946,0,AMZ-SEL-00092,Distributor,Individual,Kolkata,Tier 1,Beauty & Personal,3,5317.5,Easy Ship,638.1,0,8,225,871.1,156.8,4446.4,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-401264,12-07-2024 11:51,CUST-002247,1,AMZ-SEL-00602,Reseller,Professional,Delhi,Tier 1,Grocery & Food,2,1735.27,FBA,86.76,90,8,0,184.76,33.26,1550.51,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-401265,09-03-2024 15:04,CUST-005762,1,AMZ-SEL-01084,D2C Brand,Professional,Chennai,Tier 1,Toys & Baby,1,1609.4,Easy Ship,193.13,0,2,60,255.13,45.92,1354.27,Debit Card,success,7,delivered,no,0,0,,0
AMZ-IN-401266,27-09-2024 06:40,CUST-002565,1,AMZ-SEL-00195,Reseller,Professional,Jaipur,Tier 2,Grocery & Food,1,768.76,FBA,38.44,35,18,0,91.44,16.46,677.32,Net Banking,success,5,delivered,no,0,0,,0
AMZ-IN-401267,28-07-2024 12:21,CUST-003139,0,AMZ-SEL-00342,Reseller,Professional,Bangalore,Tier 1,Beauty & Personal,1,831.94,Self Ship,99.83,0,2,0,101.83,18.33,730.11,Debit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401268,05-05-2024 10:24,CUST-005839,0,AMZ-SEL-00494,Brand/Manufacturer,Professional,Bangalore,Tier 1,Home & Kitchen,1,9817.88,FBA,981.79,45,12,0,1038.79,186.98,8779.09,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401269,03-09-2024 11:03,CUST-000199,0,AMZ-SEL-01201,Distributor,Professional,Mumbai,Tier 1,Electronics,1,38292.9,FBA,3063.43,80,18,0,3161.43,569.06,35131.47,UPI,success,12,rto,processed,38292.9,0,,0
AMZ-IN-401270,11-12-2024 07:19,CUST-000260,1,AMZ-SEL-00503,Reseller,Professional,Gurgaon,Tier 1,Fashion & Apparel,3,2491.47,Self Ship,373.72,0,2,0,375.72,67.63,2115.75,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401271,04-10-2024 09:45,CUST-003806,1,AMZ-SEL-01041,Reseller,Professional,Delhi,Tier 1,Books & Media,1,342.12,Self Ship,13.68,0,5,0,18.68,3.36,323.44,Amazon Pay,success,10,delivered,no,0,0,,0
AMZ-IN-401272,28-07-2024 10:59,CUST-000086,1,AMZ-SEL-01580,Reseller,Professional,Mumbai,Tier 1,Sports & Outdoors,1,2282.9,Self Ship,205.46,0,5,0,210.46,37.88,2072.44,Amazon Pay,success,12,delivered,no,0,0,,0
AMZ-IN-401273,16-09-2024 14:20,CUST-003693,1,AMZ-SEL-00356,Reseller,Professional,Mumbai,Tier 1,Books & Media,1,949.15,Easy Ship,37.97,0,12,50,99.97,17.99,849.18,Credit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401274,08-01-2024 19:29,CUST-003698,0,AMZ-SEL-00971,Distributor,Professional,Hyderabad,Tier 1,Books & Media,1,350.45,FBA,14.02,55,8,0,77.02,13.86,273.43,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-401275,08-12-2024 16:14,CUST-001621,1,AMZ-SEL-00676,D2C Brand,Professional,Nagpur,Tier 2,Sports & Outdoors,1,3229.96,FBA,290.7,29,5,0,324.7,58.45,2905.26,Credit Card,success,2,delivered,no,0,0,,0
AMZ-IN-401276,05-09-2024 09:24,CUST-003461,0,AMZ-SEL-00537,Distributor,Professional,Noida,Tier 1,Beauty & Personal,2,4206.35,FBA,504.76,70,25,0,599.76,107.96,3606.59,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401277,22-07-2024 15:38,CUST-002313,0,AMZ-SEL-01424,Brand/Manufacturer,Professional,Mumbai,Tier 1,Fashion & Apparel,1,1443.75,Easy Ship,216.56,0,12,75,303.56,54.64,1140.19,Amazon Pay,success,5,delivered,no,0,0,,0
AMZ-IN-401278,24-02-2024 11:40,CUST-003292,1,AMZ-SEL-00588,Brand/Manufacturer,Professional,Delhi,Tier 1,Books & Media,1,1186.18,Self Ship,47.45,0,5,0,52.45,9.44,1133.73,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401279,21-12-2024 19:13,CUST-000593,0,AMZ-SEL-00695,Brand/Manufacturer,Individual,Lucknow,Tier 2,Toys & Baby,3,3102.18,Self Ship,372.26,0,5,0,377.26,67.91,2724.92,Debit Card,success,10,delivered,no,0,0,,0
AMZ-IN-401280,02-03-2024 17:19,CUST-000243,0,AMZ-SEL-01530,Reseller,Professional,Coimbatore,Tier 2,Fashion & Apparel,1,3721.63,FBA,558.24,55,5,0,618.24,111.28,3103.39,COD,success,12,returned,processed,3721.63,0,,0
AMZ-IN-401281,04-07-2024 07:59,CUST-002803,1,AMZ-SEL-01143,Distributor,Professional,Bangalore,Tier 1,Fashion & Apparel,1,1060.36,FBA,159.05,29,25,0,213.05,38.35,847.31,Debit Card,success,2,delivered,no,0,0,,0
AMZ-IN-401282,20-04-2024 02:28,CUST-001471,0,AMZ-SEL-01102,D2C Brand,Professional,Delhi,Tier 1,Fashion & Apparel,1,2503.78,FBA,375.57,35,8,0,418.57,75.34,2085.21,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-401283,17-12-2024 20:05,CUST-005973,0,AMZ-SEL-01835,Distributor,Professional,Delhi,Tier 1,Toys & Baby,1,2128.5,FBA,255.42,80,8,0,343.42,61.82,1785.08,UPI,success,7,delivered,no,0,0,,0
AMZ-IN-401284,11-11-2024 20:38,CUST-002601,0,AMZ-SEL-01047,Brand/Manufacturer,Professional,Mumbai,Tier 1,Home & Kitchen,1,3821.76,Easy Ship,382.18,0,8,50,440.18,79.23,3381.58,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401285,17-04-2024 17:43,CUST-003991,0,AMZ-SEL-01417,Brand/Manufacturer,Professional,Bhopal,Tier 3,Fashion & Apparel,1,1641.28,FBA,246.19,45,25,0,316.19,56.91,1325.09,Net Banking,success,12,delivered,no,0,0,,0
AMZ-IN-401286,21-09-2024 18:58,CUST-003079,0,AMZ-SEL-00883,Brand/Manufacturer,Professional,Mumbai,Tier 1,Sports & Outdoors,1,9282.91,Easy Ship,835.46,0,5,40,880.46,158.48,8402.45,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401287,08-10-2024 16:48,CUST-000205,1,AMZ-SEL-01312,D2C Brand,Professional,Bangalore,Tier 1,Home & Kitchen,1,5047.9,Self Ship,504.79,0,2,0,506.79,91.22,4541.11,Amazon Pay,success,12,delivered,no,0,0,,0
AMZ-IN-401288,27-05-2024 09:21,CUST-005737,0,AMZ-SEL-00566,Reseller,Professional,Chennai,Tier 1,Home & Kitchen,1,7031.47,FBA,703.15,45,25,0,773.15,139.17,6258.32,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-401289,13-06-2024 11:31,CUST-000377,1,AMZ-SEL-01049,D2C Brand,Professional,Kolkata,Tier 1,Home & Kitchen,1,6436.73,Easy Ship,643.67,0,8,40,691.67,124.5,5745.06,Amazon Pay,success,12,delivered,no,0,0,,0
AMZ-IN-401290,06-10-2024 11:44,CUST-003458,1,AMZ-SEL-01525,Reseller,Professional,Delhi,Tier 1,Sports & Outdoors,1,3190.87,FBA,287.18,65,12,0,364.18,65.55,2826.69,Debit Card,success,3,delivered,no,0,0,,0
AMZ-IN-401291,04-04-2024 10:51,CUST-005748,1,AMZ-SEL-01486,Reseller,Professional,Patna,Tier 3,Grocery & Food,1,888.57,Self Ship,44.43,0,5,0,49.43,8.9,839.14,Amazon Pay,success,4,delivered,no,0,0,,0
AMZ-IN-401292,28-11-2024 15:16,CUST-002645,1,AMZ-SEL-00662,D2C Brand,Individual,Kolkata,Tier 1,Beauty & Personal,1,1186.08,FBA,142.33,35,5,0,182.33,32.82,1003.75,COD,success,4,delivered,no,0,0,,0
AMZ-IN-401293,15-06-2024 18:33,CUST-004859,0,AMZ-SEL-00612,Distributor,Professional,Bangalore,Tier 1,Toys & Baby,1,4931.91,FBA,591.83,29,5,0,625.83,112.65,4306.08,UPI,success,4,delivered,processed,4723.69,0,,0
AMZ-IN-401294,24-12-2024 10:22,CUST-004478,0,AMZ-SEL-01117,Brand/Manufacturer,Professional,Kochi,Tier 2,Fashion & Apparel,1,2367.75,FBA,355.16,29,12,0,396.16,71.31,1971.59,Net Banking,success,7,delivered,no,0,0,fake_invoice_gst_fraud,112.17
AMZ-IN-401295,10-06-2024 14:01,CUST-002980,1,AMZ-SEL-01923,Reseller,Individual,Chandigarh,Tier 2,Toys & Baby,1,2007.39,FBA,240.89,45,5,0,290.89,52.36,1716.5,Credit Card,success,1,delivered,no,0,0,,0
AMZ-IN-401296,05-08-2024 18:18,CUST-000332,1,AMZ-SEL-01718,Distributor,Professional,Nagpur,Tier 2,Grocery & Food,1,741.32,Easy Ship,37.07,0,2,50,89.07,16.03,652.25,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-401297,18-06-2024 13:17,CUST-002533,0,AMZ-SEL-00822,Brand/Manufacturer,Professional,Mumbai,Tier 1,Home & Kitchen,1,6841.28,FBA,684.13,65,12,0,761.13,137,6080.15,Debit Card,success,5,delivered,no,0,0,referral_fee_miscalculation,183.83
AMZ-IN-401298,11-10-2024 21:24,CUST-002927,1,AMZ-SEL-01166,Distributor,Professional,Bhopal,Tier 3,Grocery & Food,1,565.8,FBA,28.29,45,8,0,81.29,14.63,484.51,COD,success,3,delivered,no,0,0,,0
AMZ-IN-401299,02-06-2024 17:05,CUST-000844,1,AMZ-SEL-01641,Reseller,Professional,Lucknow,Tier 2,Home & Kitchen,1,5582.74,FBA,558.27,45,18,0,621.27,111.83,4961.47,Credit Card,success,3,delivered,no,0,0,return_abuse,4535.7
AMZ-IN-401300,13-05-2024 18:45,CUST-005793,1,AMZ-SEL-00439,Distributor,Professional,Surat,Tier 2,Sports & Outdoors,1,6554.05,FBA,589.86,29,18,0,636.86,114.63,5917.19,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-401301,11-04-2024 10:33,CUST-002070,1,AMZ-SEL-01300,Distributor,Individual,Vadodara,Tier 2,Automotive,1,3935.28,Easy Ship,393.53,0,5,60,458.53,82.54,3476.75,UPI,success,7,delivered,no,0,0,,0
AMZ-IN-401302,06-04-2024 17:32,CUST-004215,1,AMZ-SEL-01770,Reseller,Professional,Jaipur,Tier 2,Fashion & Apparel,1,2222.42,FBA,333.36,80,8,0,421.36,75.84,1801.06,Credit Card,success,7,delivered,processed,1594.51,0,,0
AMZ-IN-401303,01-07-2024 10:54,CUST-000094,0,AMZ-SEL-01331,Reseller,Professional,Hyderabad,Tier 1,Electronics,1,59478.79,FBA,4758.3,45,12,0,4815.3,866.75,54663.49,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-401304,25-12-2024 22:30,CUST-000175,0,AMZ-SEL-00676,D2C Brand,Professional,Delhi,Tier 1,Grocery & Food,3,3995.28,Easy Ship,199.76,0,2,150,351.76,63.32,3643.52,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401305,27-05-2024 17:29,CUST-001813,0,AMZ-SEL-01843,Reseller,Professional,Kolkata,Tier 1,Home & Kitchen,1,4807.64,Easy Ship,480.76,0,5,50,535.76,96.44,4271.88,Debit Card,success,3,delivered,no,0,0,,0
AMZ-IN-401306,24-03-2024 19:20,CUST-004319,0,AMZ-SEL-00960,Distributor,Individual,Hyderabad,Tier 1,Fashion & Apparel,1,2976.33,Self Ship,446.45,0,8,0,454.45,81.8,2521.88,Credit Card,success,2,delivered,no,0,0,,0
AMZ-IN-401307,02-12-2024 18:32,CUST-000301,1,AMZ-SEL-00165,Brand/Manufacturer,Professional,Pune,Tier 1,Electronics,1,35219.48,FBA,2817.56,35,12,0,2864.56,515.62,32354.92,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-401308,22-03-2024 10:13,CUST-000190,0,AMZ-SEL-00722,Brand/Manufacturer,Individual,Gurgaon,Tier 1,Fashion & Apparel,1,982.11,Easy Ship,147.32,0,5,60,212.32,38.22,769.79,Amazon Pay,success,4,delivered,processed,874.37,0,,0
AMZ-IN-401309,09-07-2024 13:57,CUST-003781,0,AMZ-SEL-00283,Reseller,Professional,Kochi,Tier 2,Books & Media,1,287.36,FBA,11.49,45,8,0,64.49,11.61,222.87,Credit Card,success,2,delivered,no,0,0,,0
AMZ-IN-401310,20-06-2024 08:25,CUST-004220,0,AMZ-SEL-01764,Reseller,Professional,Noida,Tier 1,Sports & Outdoors,1,2932.08,FBA,263.89,45,12,0,320.89,57.76,2611.19,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-401311,23-06-2024 11:51,CUST-005597,0,AMZ-SEL-01854,Distributor,Individual,Indore,Tier 2,Toys & Baby,2,897.06,FBA,107.65,110,18,0,235.65,42.42,661.41,Amazon Pay,success,5,delivered,no,0,0,,0
AMZ-IN-401312,22-08-2024 13:38,CUST-001294,1,AMZ-SEL-00320,Reseller,Professional,Mumbai,Tier 1,Toys & Baby,1,960.26,Self Ship,115.23,0,5,0,120.23,21.64,840.03,COD,success,4,delivered,no,0,0,,0
AMZ-IN-401313,12-05-2024 08:53,CUST-002521,1,AMZ-SEL-00478,Reseller,Individual,Kolkata,Tier 1,Toys & Baby,1,1064.88,Easy Ship,127.79,0,2,75,204.79,36.86,860.09,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-401314,01-12-2024 16:48,CUST-005209,0,AMZ-SEL-00177,Distributor,Professional,Mumbai,Tier 1,Fashion & Apparel,1,2051.48,FBA,307.72,35,8,0,350.72,63.13,1700.76,COD,success,3,delivered,no,0,0,,0
AMZ-IN-401315,13-10-2024 16:21,CUST-003949,0,AMZ-SEL-00403,Reseller,Professional,Delhi,Tier 1,Fashion & Apparel,1,1431.74,FBA,214.76,65,18,0,297.76,53.6,1133.98,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401316,23-12-2024 00:13,CUST-001251,1,AMZ-SEL-00866,Reseller,Professional,Kolkata,Tier 1,Fashion & Apparel,3,6603.54,Easy Ship,990.53,0,5,180,1175.53,211.6,5428.01,Debit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401317,22-11-2024 22:24,CUST-005627,0,AMZ-SEL-01350,Brand/Manufacturer,Professional,Mumbai,Tier 1,Home & Kitchen,2,7660.95,FBA,766.1,58,8,0,832.1,149.78,6828.85,Debit Card,success,7,delivered,processed,6671.04,0,return_abuse,6151.35
AMZ-IN-401318,06-12-2024 21:57,CUST-000610,1,AMZ-SEL-00358,Reseller,Professional,Chennai,Tier 1,Books & Media,1,1108.77,FBA,44.35,55,5,0,104.35,18.78,1004.42,Credit Card,success,2,rto,processed,1108.77,0,,0
AMZ-IN-401319,14-08-2024 15:26,CUST-005387,0,AMZ-SEL-01330,Reseller,Professional,Chennai,Tier 1,Electronics,3,20131.45,FBA,1610.52,105,8,0,1723.52,310.23,18407.93,Amazon Pay,success,5,delivered,no,0,0,,0
AMZ-IN-401320,14-12-2024 15:44,CUST-001829,1,AMZ-SEL-00381,Brand/Manufacturer,Individual,Delhi,Tier 1,Electronics,1,16981.58,Easy Ship,1358.53,0,5,65,1428.53,257.14,15553.05,Credit Card,success,5,delivered,processed,12536.67,0,,0
AMZ-IN-401321,12-06-2024 13:38,CUST-002195,0,AMZ-SEL-00902,Brand/Manufacturer,Individual,Lucknow,Tier 2,Grocery & Food,1,870.05,Easy Ship,43.5,0,5,60,108.5,19.53,761.55,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-401322,13-12-2024 08:23,CUST-001538,0,AMZ-SEL-01221,D2C Brand,Professional,Hyderabad,Tier 1,Sports & Outdoors,1,7000.53,FBA,630.05,35,8,0,673.05,121.15,6327.48,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401323,02-11-2024 18:34,CUST-005468,0,AMZ-SEL-01616,Distributor,Professional,Vadodara,Tier 2,Fashion & Apparel,1,2125.84,Self Ship,318.88,0,2,0,320.88,57.76,1804.96,UPI,success,5,delivered,no,0,0,return_abuse,2108.05
AMZ-IN-401324,28-02-2024 11:10,CUST-000433,0,AMZ-SEL-01453,D2C Brand,Professional,Delhi,Tier 1,Automotive,3,13949.47,FBA,1394.95,240,18,0,1652.95,297.53,12296.52,Amazon Pay,success,4,delivered,no,0,0,,0
AMZ-IN-401325,04-09-2024 16:05,CUST-004307,1,AMZ-SEL-00541,D2C Brand,Professional,Mumbai,Tier 1,Beauty & Personal,1,1374.47,FBA,164.94,55,12,0,231.94,41.75,1142.53,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-401326,15-10-2024 20:20,CUST-004451,0,AMZ-SEL-01469,D2C Brand,Individual,Pune,Tier 1,Fashion & Apparel,2,2124.38,FBA,318.66,70,25,0,413.66,74.46,1710.72,UPI,success,7,delivered,no,0,0,,0
AMZ-IN-401327,18-07-2024 08:22,CUST-002918,0,AMZ-SEL-00731,Brand/Manufacturer,Professional,Hyderabad,Tier 1,Beauty & Personal,1,3925.09,FBA,471.01,29,25,0,525.01,94.5,3400.08,COD,success,10,delivered,no,0,0,,0
AMZ-IN-401328,25-01-2024 17:15,CUST-000931,0,AMZ-SEL-00551,Reseller,Professional,Bangalore,Tier 1,Grocery & Food,2,2109.73,FBA,105.49,160,12,0,277.49,49.95,1832.24,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-401329,14-09-2024 11:54,CUST-001966,0,AMZ-SEL-00061,Reseller,Professional,Pune,Tier 1,Electronics,2,63191.37,Easy Ship,5055.31,0,2,80,5137.31,924.72,58054.06,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-401330,22-12-2024 11:57,CUST-004638,0,AMZ-SEL-01605,Brand/Manufacturer,Professional,Chandigarh,Tier 2,Fashion & Apparel,2,5389.47,Easy Ship,808.42,0,2,120,930.42,167.48,4459.05,Net Banking,success,3,delivered,processed,4445.63,0,,0
AMZ-IN-401331,18-07-2024 15:48,CUST-003399,0,AMZ-SEL-00035,D2C Brand,Professional,Coimbatore,Tier 2,Electronics,1,16160.49,FBA,1292.84,55,12,0,1359.84,244.77,14800.65,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-401332,15-04-2024 15:20,CUST-001749,0,AMZ-SEL-01270,Reseller,Professional,Kolkata,Tier 1,Fashion & Apparel,1,4973.27,FBA,745.99,35,12,0,792.99,142.74,4180.28,Credit Card,success,5,delivered,no,0,0,,0
